RA,DEC,u,g,r,i,z,redshift,Filename
223.472884698267,25.7898306275364,18.91458,16.97239,16.03182,15.59188,15.23694,0.08209694,data/sdss\SDSS_galaxy208.jpg
164.754086718804,16.2134927557777,19.78262,17.9416,17.13077,16.7467,16.44354,0.06236234,data/sdss\SDSS_galaxy209.jpg
131.124398529649,13.4326062233642,18.69342,17.71315,17.38415,17.13458,16.98955,0.06933834,data/sdss\SDSS_galaxy210.jpg
192.831696217133,58.3105151060449,19.9637,18.15447,17.12953,16.71366,16.36933,0.1259267,data/sdss\SDSS_galaxy211.jpg
160.84752251438,26.2072556111979,20.3087,18.43588,17.47861,17.06276,16.70864,0.1171712,data/sdss\SDSS_galaxy212.jpg
126.457874430166,18.0855402583569,19.03248,17.19292,16.35418,15.9635,15.64852,0.05691064,data/sdss\SDSS_galaxy213.jpg
149.989133714723,13.085764098788,19.88333,18.13488,17.34655,16.98809,16.70495,0.069635,data/sdss\SDSS_galaxy214.jpg
161.527295592169,22.5273190761776,22.21452,19.08524,17.64272,17.1069,16.72823,0.2327076,data/sdss\SDSS_galaxy215.jpg
182.288623823798,57.0448193470717,20.14008,18.28679,17.41652,17.00852,16.70778,0.06133497,data/sdss\SDSS_galaxy216.jpg
220.741915702152,29.6966854302188,18.84088,17.6735,17.04726,16.65805,16.42858,0.1233229,data/sdss\SDSS_galaxy217.jpg
194.616023247069,28.9741297107337,17.48801,15.76795,15.03579,14.63587,14.36847,0.0238004,data/sdss\SDSS_galaxy218.jpg
153.875054651282,43.7186785673117,18.70538,17.73823,17.37439,17.1054,17.01441,0.1142888,data/sdss\SDSS_galaxy219.jpg
150.813008120434,19.2768064364447,19.57964,17.59506,16.6235,16.21964,15.88803,0.1051731,data/sdss\SDSS_galaxy220.jpg
210.768951577909,35.3959890690223,19.58909,18.46449,17.70262,17.27659,16.99537,0.1933246,data/sdss\SDSS_galaxy221.jpg
13.9951290652593,-9.75075676142468,19.24204,17.29933,16.32269,15.88052,15.52405,0.1048537,data/sdss\SDSS_galaxy222.jpg
133.924785202032,16.4545404443215,20.05664,18.16082,17.19944,16.75631,16.41368,0.07928236,data/sdss\SDSS_galaxy223.jpg
179.176012945517,2.95944261488517,20.83524,18.88458,17.68935,17.20481,16.87863,0.1744104,data/sdss\SDSS_galaxy224.jpg
244.728577876947,20.9517577724268,21.14499,18.70831,17.49253,16.99016,16.57816,0.1545686,data/sdss\SDSS_galaxy225.jpg
218.252564657222,64.8856461793198,20.03867,17.83054,16.68556,16.20814,15.84515,0.1542655,data/sdss\SDSS_galaxy226.jpg
226.833005348527,58.2291694171918,19.54667,18.40077,17.47706,17.02852,16.7097,0.1828383,data/sdss\SDSS_galaxy227.jpg
9.07044413982128,-10.7680957754359,20.56095,18.73253,17.70414,17.1861,16.76367,0.1215387,data/sdss\SDSS_galaxy228.jpg
226.395036190448,34.3228294182318,20.74885,18.92634,17.60355,17.08992,16.74641,0.196325,data/sdss\SDSS_galaxy229.jpg
129.571290201223,34.2053347919716,19.01615,16.94325,15.9192,15.49054,15.12492,0.1075092,data/sdss\SDSS_galaxy230.jpg
236.924089231416,57.004131672295,20.24492,18.14014,17.13301,16.70946,16.33081,0.1072045,data/sdss\SDSS_galaxy231.jpg
163.514759112869,43.5175879015358,19.59668,18.28026,17.50451,17.0516,16.76862,0.167976,data/sdss\SDSS_galaxy232.jpg
203.812896989797,39.7222974518711,20.17121,18.21105,16.97705,16.53142,16.19496,0.2015988,data/sdss\SDSS_galaxy233.jpg
118.510347896512,21.9459289772629,20.17551,18.70657,17.79821,17.34488,17.03723,0.1785645,data/sdss\SDSS_galaxy234.jpg
218.893762413344,9.15066159482329,20.4574,18.58131,17.61023,17.16568,16.81268,0.09500404,data/sdss\SDSS_galaxy235.jpg
178.573224058998,15.6779968068329,20.06174,18.17711,17.10356,16.62865,16.24745,0.1146295,data/sdss\SDSS_galaxy236.jpg
250.086041044962,21.8999585057991,19.37291,18.20912,17.64366,17.31212,17.11495,0.1196517,data/sdss\SDSS_galaxy237.jpg
121.479567158006,25.2717169358115,19.36211,17.37153,16.25133,15.76719,15.35798,0.1351005,data/sdss\SDSS_galaxy238.jpg
159.136965362549,0.289468630180657,19.46149,17.94827,16.91849,16.45809,16.15134,0.1574254,data/sdss\SDSS_galaxy239.jpg
242.859559658456,53.568106368114,19.22221,17.0937,16.20454,15.78562,15.46985,0.0659221,data/sdss\SDSS_galaxy240.jpg
193.658388451672,26.7505649167128,18.25563,16.43039,15.52395,15.1315,14.80222,0.08536471,data/sdss\SDSS_galaxy241.jpg
248.532712102075,29.5294456403997,19.35074,18.18357,17.60553,17.26453,17.04483,0.07120239,data/sdss\SDSS_galaxy242.jpg
57.1328332868158,-7.1960947109049,20.15263,18.05234,17.01268,16.42331,16.20405,0.1834884,data/sdss\SDSS_galaxy243.jpg
169.537114543079,62.3316038821292,19.5429,18.26646,17.4362,17.05709,16.80315,0.1549355,data/sdss\SDSS_galaxy244.jpg
232.943769933486,55.7281716929108,20.97031,18.812,17.48516,16.98821,16.62296,0.2093851,data/sdss\SDSS_galaxy245.jpg
315.894091577798,-6.88274117330596,18.92107,17.48269,16.69955,16.2743,15.97565,0.06365711,data/sdss\SDSS_galaxy246.jpg
241.252740494206,27.2582625779947,18.92338,17.09921,16.2653,15.87324,15.58154,0.04566319,data/sdss\SDSS_galaxy247.jpg
153.399328169969,27.0751808112884,21.38262,18.92233,17.60941,17.07006,16.72382,0.1900526,data/sdss\SDSS_galaxy248.jpg
170.990489933725,20.5284852127106,20.41591,18.36357,17.33772,16.93395,16.54747,0.1100895,data/sdss\SDSS_galaxy249.jpg
124.865133083393,23.2993500469674,18.84594,17.41011,16.69791,16.27694,16.00497,0.09573004,data/sdss\SDSS_galaxy250.jpg
251.728246152614,26.9054323680761,22.86412,18.37251,17.85042,17.50724,17.52707,0.05282274,data/sdss\SDSS_galaxy251.jpg
246.098823766288,15.676743795814,19.98434,18.54069,17.74911,17.28471,16.98573,2.590991,data/sdss\SDSS_galaxy252.jpg
212.760258098052,29.8678113212032,20.17459,18.40916,17.21992,16.71243,16.33035,0.172742,data/sdss\SDSS_galaxy253.jpg
184.149287859926,45.2752691561901,20.16823,18.63519,17.52274,17.03736,16.72674,0.2607563,data/sdss\SDSS_galaxy254.jpg
184.513150001207,1.52742662911654,18.98723,17.91852,17.4103,16.99458,16.84233,0.07376298,data/sdss\SDSS_galaxy255.jpg
309.718251403138,0.132840090187426,20.55758,18.36167,17.34666,16.88059,16.51355,0.08767506,data/sdss\SDSS_galaxy256.jpg
142.498757130079,21.579532377195,20.70479,18.95509,17.70445,17.23387,16.88491,0.1973846,data/sdss\SDSS_galaxy257.jpg
225.96256965051,32.7515597388636,21.02323,18.92349,17.65221,17.12325,16.69727,0.1596482,data/sdss\SDSS_galaxy258.jpg
125.673896682258,44.525529697377,19.9834,17.97322,16.8752,16.40986,16.04274,0.1194845,data/sdss\SDSS_galaxy259.jpg
227.833365429022,23.2942466131088,20.03162,18.28496,17.28084,16.85443,16.50796,0.1297544,data/sdss\SDSS_galaxy260.jpg
219.791906639991,17.7317634942775,19.54953,17.70728,16.68675,16.23038,15.83161,0.1039698,data/sdss\SDSS_galaxy261.jpg
162.492066933799,37.8401108130409,18.24457,17.16613,16.70308,16.39678,16.18308,0.04254454,data/sdss\SDSS_galaxy262.jpg
236.393997037755,38.3534427480277,18.62416,17.72211,17.47305,17.35881,17.24143,0.02632167,data/sdss\SDSS_galaxy263.jpg
185.730841789925,32.6051552131879,19.57623,18.16393,17.41622,16.97273,16.73946,0.124124,data/sdss\SDSS_galaxy264.jpg
159.302132399332,10.5661428665082,20.06706,17.92026,16.91598,16.48637,16.1006,0.1038073,data/sdss\SDSS_galaxy265.jpg
221.052321608196,33.756300506197,19.25492,18.25993,17.80862,17.50243,17.36278,0.08609955,data/sdss\SDSS_galaxy266.jpg
151.063549356569,7.16107535582069,19.13163,17.26204,16.31659,15.89597,15.54037,0.1050777,data/sdss\SDSS_galaxy267.jpg
143.457611699164,45.3327229068508,19.65506,17.11216,16.00936,15.54962,15.17765,0.133871,data/sdss\SDSS_galaxy268.jpg
167.004764665959,14.1035533156439,16.58714,14.67713,13.8345,13.42964,13.15455,0.03470551,data/sdss\SDSS_galaxy269.jpg
155.922319761426,22.4652266702125,19.18597,17.45368,16.46244,15.99601,15.64724,0.1129043,data/sdss\SDSS_galaxy270.jpg
187.269363026896,33.2818504617787,20.52802,18.5423,17.50897,17.05065,16.71094,0.1545639,data/sdss\SDSS_galaxy271.jpg
320.586570723645,-5.95154904983735,20.08456,18.03159,17.01364,16.51097,16.14096,0.08848076,data/sdss\SDSS_galaxy272.jpg
148.971645789647,25.8428827349017,20.71253,18.77076,17.43347,16.90526,16.55067,0.1999499,data/sdss\SDSS_galaxy273.jpg
159.362248935008,14.3157063253749,19.39207,18.37948,17.7813,17.40271,17.23983,0.1534345,data/sdss\SDSS_galaxy274.jpg
199.990904678878,63.1614433595798,20.77703,18.61429,17.53053,17.05472,16.68981,0.1398953,data/sdss\SDSS_galaxy275.jpg
198.807490342659,19.5990630218963,19.18983,17.21211,16.26174,15.83376,15.49109,0.08192314,data/sdss\SDSS_galaxy276.jpg
225.324813755357,54.9216999240777,19.9062,19.04419,17.65378,17.23682,16.76949,0.3388114,data/sdss\SDSS_galaxy277.jpg
131.963207859613,43.8723002225016,20.49236,18.76178,17.74771,17.32898,16.95501,0.1273178,data/sdss\SDSS_galaxy278.jpg
175.102393782765,52.4303980774332,19.21192,18.22161,17.67587,17.30104,17.12951,0.1312816,data/sdss\SDSS_galaxy279.jpg
192.735340638028,57.0927384986358,19.79125,18.13126,17.27126,16.86851,16.54903,0.1161813,data/sdss\SDSS_galaxy280.jpg
197.296967341902,3.27265694713029,19.09973,17.35966,16.55757,16.1952,15.90022,0.07190342,data/sdss\SDSS_galaxy281.jpg
193.468222207629,29.6484121664753,20.1305,18.64743,17.69944,17.23297,16.94349,0.1979611,data/sdss\SDSS_galaxy282.jpg
211.219387824829,53.3922617261931,18.18963,16.7755,16.1285,15.68799,15.4207,0.08117323,data/sdss\SDSS_galaxy283.jpg
235.270473970073,-1.73527593204849,19.61262,18.31736,17.58845,17.1441,16.98235,0.03307405,data/sdss\SDSS_galaxy284.jpg
0.939476846644055,1.04470563795785,18.34316,16.80062,16.02937,15.6339,15.35092,0.0989072,data/sdss\SDSS_galaxy285.jpg
195.876804959954,12.1750445026149,20.31003,18.65532,17.58389,17.15644,16.79637,0.1348393,data/sdss\SDSS_galaxy286.jpg
215.033835243379,59.85728661419,19.39571,17.36312,16.25537,15.81516,15.46396,0.1347106,data/sdss\SDSS_galaxy287.jpg
202.353836193945,6.93006122879088,19.86412,17.97484,17.13507,16.75404,16.47278,0.07405915,data/sdss\SDSS_galaxy288.jpg
244.456624751615,25.8648776805673,17.99075,16.45025,15.73484,15.35902,15.08105,0.04064228,data/sdss\SDSS_galaxy289.jpg
121.182752942245,6.95892968921145,19.84954,17.95441,16.84157,16.36942,16.01929,0.1416689,data/sdss\SDSS_galaxy290.jpg
215.729022918121,44.4204627687296,21.23715,18.86046,17.67199,17.15631,16.77098,0.1670076,data/sdss\SDSS_galaxy291.jpg
149.192132122221,53.6864287067388,19.22417,17.98928,17.45132,17.14845,16.9157,0.04293838,data/sdss\SDSS_galaxy292.jpg
241.519256654246,17.8833119276292,19.90966,18.46645,17.48843,17.06752,16.74538,0.1379527,data/sdss\SDSS_galaxy293.jpg
234.380686821818,51.1656069011024,20.65527,18.80031,17.77867,17.38166,17.10651,0.1641583,data/sdss\SDSS_galaxy294.jpg
162.179174081895,10.0669865523313,18.88875,17.7122,17.18894,16.90563,16.67517,0.03345808,data/sdss\SDSS_galaxy295.jpg
353.204534134283,-9.0075223220642,20.48662,18.51627,17.69452,17.25836,16.97429,0.1582642,data/sdss\SDSS_galaxy296.jpg
335.789255450015,-1.01866178576565,20.17687,18.49661,17.54908,17.11598,16.77547,0.08974057,data/sdss\SDSS_galaxy297.jpg
208.101356753285,-0.802543549733952,20.14716,18.15386,17.18282,16.72794,16.35742,0.08913676,data/sdss\SDSS_galaxy298.jpg
185.669590069386,19.8686061437522,19.97756,18.18389,17.29432,16.90235,16.57358,0.06443604,data/sdss\SDSS_galaxy299.jpg
